text,item
"If someone's to blame, I'll find the conversation with him.",7
I explain my problem to those responsible,7
"I look forward, take care again of the access and submit a second report",7
"if I hurry, I may even be able to catch up on the backlog",7
Try to catch up on time,7
remember that now you can't change anything,7
complaining to me,7
plan to organize it better next time,7
Addressing those responsible,7
Complain to the boss,7
be aware that it's not my fault (what should I do?),7
Interim report trying to correct,7
Backgrounds why no access to equipment was questionable,7
Drink beer,7
Sporting,7
Talking to the boss,7
Commenting on the author of the interim report,7
Author of the interim report yelling at,7
Compiling authors of the interim report,7
omitting anger while boxing etc.,7
Destroy other resources from revenge,7
Talk to family/friends about it,7
Quit,7
pray that errors have been noticed & resources have been re-ordered,7
Report missing funds to the competent authority,7
Sporting,7
communicate with the boss,7
Excite others about it,7
relax at home with movies,7
Frustrating,7
Let it go/forgotten,7
Making Positive Thoughts,7
Assigning debt to others,7
I'm talking to a friend of mine.,7
I'm trying to make up for the backlog.,7
I'm trying to figure out when my access was delayed.,7
I'm asking if I can revise my interim report again.,7
I'm trying to write the next report better.,7
Enlighten the facts in the next interim report,7
I'm asking colleagues for help to get the resources,7
I'm asking my superior for help,7
I try to get access by all means,7
I focus on other important things at the moment,7
I'm trying to change my schedule,7
I'm trying to plan everything.,8
I'm looking for advice from a friend.,8
I'll ask a friend if he'll help me.,8
I'll stick to my plan spontaneously.,8
I'll stay relaxed and don't be afraid.,8
I'm canceling the meeting.,8
I'm not stressing myself.,8
plan everything well so that no problems arise,8
to be able to cope with the fact that everything does not always run smoothly,8
Cancel the coming together,8
Family informs themselves to behave unremittingly,8
Discuss planning with friends,8
Television Distraction,8
Ask for help from other family members,8
Telling My Closest to My Family,8
Try to see it all with humor,8
Realize that I can't control everything,8
My narrowest try to let go,8
Listening to good music,8
Distract me by cleaning the apartment,8
Calling a friend,8
Playing my dog,8
Don't invite the bloed aunt,8
Asking Friends for Help,8
Drinking alcohol,8
Doing without coffee,8
I invite close friends among the relatives for something earlier.,8
I am in close contact with my family about the celebration and pass on some tasks.,8
I am working on the fear of opposing a feeling of joy and anticipation about the celebration.,8
won't run perfectly anyway > let's see,8
Preparing,8
everyone for something > doesn't have to do it alone,8
Speeches,8
Getting Experience from Others/Tips,8
Breathe,8
start planning early enough,8
Listen to music to make it funny (preparation + party),8
do not do too much,8
I'm writing a list to arrange my thoughts.,8
"‘This is my family, they will forgive me for mistakes.'",8
I ask if they will help me with the preparation (bringing food.,8
I ask a friend for help.,8
I'm thinking of a plan B for possible mishaps.,8
I'll write a message to her beforehand explaining my concerns.,8
not everything has to be perfect > others can take part at a not perfect party where the host can take part better than when everything is & the host is stressed & nervoes > take your own look back,8
Breathe,8
Glass of wine :D,8
Listening to music during preparation,8
I plan everything exactly,8
I'll get help with the preparation,8
I'm talking to friends about my nervousness,8
I do breathing/relaxation,8
"I don't plan anything, let it all come to me with the thought that it'll be okay",8
I'll unload the family again,8
I'm partying with fewer people,8
I'll let my family know how I feel,8
I'm getting drunk,8
I'm doing sports before,8
I'm meditating,8
I ask my mother for advice as she does the opposite. (invite),8
I'll let friends help me out so I don't have time stress.,8
I'm looking for games to work with.,8
I'm thinking of talking topics that I could throw the round.,8
I cook to make everyone work for a while.,8
I plan well in advance > enough time buffer as preparation,8
I ask people who are close to me for help at the party,8
I calm down: it's my family and they know what it's like to move > little experience with family celebrations host at that age,8
I give a date that suits me well,8
"I play the party in my head (where does anyone sit, enough food...?)",8
Making everything as perfect as possible,8
Distract (e.g. by music),8
Accept that this is impossible at family celebrations,8
Thinking about it,8
Let someone else plan the day & give responsibility,8
I make the perfect preparations,8
I'm looking for inspiration on how to make the day easy,8
I ask everyone what they want to eat,8
I clean the apartment,8
I'm trying to take the pressure out,8
I'm thinking about coming together (the most important kind of thing),8
I prepare everyone to meet,8
Convince yourself that everything will be all right,8
Remember that everything is the way it has to be,8
Nothing can go wrong,8
Talk to a friend about it,8
Meditate,8
Before arrival make sure that everything is really there,8
Make notes so you don't forget something,8
Listening to good/positive music to get yourself in the mood,8
Respiratory exercises,8
Do sports to get down and feel better,8
I plan all day,8
I would like to ask people who are open to dispute to get together,8
I remember they're all just normal people who just want the best for me,8
I'm canceling the party or moving it,8
I get drunk before,8
I clean everything up perfectly and think about answers for all questions,8
I meditate until my family arrives.,8
I clean up and clean up.,8
I'll get food for the family.,8
I'm already starting to celebrate with friends without the family.,8
I'm canceling my family.,8
I'm distracting myself with Netflix.,8
Do relaxation exercises,8
prepare everything as well as it goes,8
hope that everything will be all right,8
Ask my parents for help,8
Take soothing drops,8
I try to get out of the way of any disruptive factors to make a nice day for myself,8
I hope for the consideration and helpfulness of my fellow human beings and take the liberty of,8
I'll tell my family if it doesn't work out spontaneously,8
I withdraw and don't think about it any more,8
Make a plan,8
Organize with another person,8
say that they should have no expectations,8
make it clear that you can throw them out in a fight,8
Talk to them,8
easy to get on your way,8
It doesn't matter what you're doing,8
I drink a sip of alcohol,8
I'm trying to distract myself,8
I'm making all the important arrangements to grant a friction-free procedure.,8
I prepare carefully and I find inner peace when I think that everything will be fine.,8
I assure myself all conditions fit,8
Ask a friend for support,8
Alcohol to reduce nervousness,8
Ask for help to avoid problems,8
Seek Distraction,8
Organizing games,8
Inviting tight family members earlier so they can control everything again,8
Focus on joy > Celebrating together is in the foreground,8
Convince that shards will bring luck if something goes wrong,8
Make a checklist to calm down that's all there is,8
"If necessary, get help with preparation",8
"lie down briefly, relax before continuing ***",8
I plan everything well,8
I tell my family that I don't want to stress and just put together those who can handle it.,8
I'm asking my friends for help,8
I reelize that problems can always arise,8
"I concentrate on beautiful things, e.g. my move",8
I'm moving the party to the restaurant,8
Plan everything,8
Don't make a plan,8
Unload All,8
Good preparation,8
Asking What exactly you're afraid of,8
Asking for Family Help,8
Relax,8
Talk to others about fear,8
Ask Mother for Tips,8
clean up,8
Precise tarpaulins,8
Distract,8
Trying to come down,8
Bring friends as support,8
Suggesting where else to do it,8
Perceive,8
Proclaiming precise rules,8
Openly address it,8
Offer a lot of alcohol,8
hope someone distracts from me/apartment,8
let her only in one room,8
try to look forward to her,8
Granny say it > Family head to help,8
"Try to distract (e.g. watch a movie, meet someone on a coffee)",8
Taking soothing medications/drugs,8
Cleaning the apartment,8
Cleaning the apartment,8
Make to-do list,8
"Trying to ""manage"" family expectations",8
superior in advance,8
Relating the Importance of the Event,8
Asking Close Family for Advice,8
I'm talking to my family about my concerns,8
I prepare everything early,8
I'll just let the day come to me,8
I'm trying to distract myself with other things,8
I try to waste a few thoughts about it,8
nothing is perfect > it can always go wrong and it won't be bad,8
I might talk to my family before what they want for the celebration,8
"I try not to be afraid because of an ""unimportant thing"" > everything will go well",8
Plan the day well,8
Do not put problematic people side by side,8
confide in someone who can help,8
"Call the family first, talk about problems",8
distracting,8
I plan everything as well as I can,8
I'm working out an emergency plan if anything goes wrong to calm down,8
I calm down at short notice with alcohol/eating,8
I imagine the best-case & worst-case Scenario of the day,8
I speak positively and reassuringly with my anxiety,8
I realize that I can't control everything & get rid of fear,8
I express my concerns to my family,8
Prepare Everything Carefully,8
Ask Mom & Dad for help,8
Ask friends for help,8
plan the approximate course,8
"buy abundantly, better too much than too little",8
ask some relatives to come another time,8
complain to friends days before,8
Clean everything twice,8
to try to calm down by saying it's just your own family,8
make sure you have everything you could need,8
"tell yourself that you will have fun in the end anyway, no matter what happens",8
focus on how beautiful it is to see the family again,8
Create a careful to-do list,8
take enough time to do everything in peace,8
Tell family that it's supposed to be a relaxing day,8
Get help from friends in preparation,8
remembering that it is family and there is no need for nervousness,8
Making sport a balance,8
Take a relaxing bath,8
Apartment nice clean up and decorate,8
I'm talking to my relatives about it,8
I'll make rules first,8
I trust everything will be all right,8
I'm unloading some relatives,8
Pre-structured plans,8
Simulate the celebration in the head and compare it with reality,8
Telling People That You Are Nervous,8
Seeking support in the family,8
Meditate,8
Communication with kinship,8
Sufficient planning,8
"Communication with friends, family, strangers",8
Don't invite a big family anymore,8
Cancel visit,8
Don't move in,8
I try to build everything as perfectly as possible,8
I'm asking some family members to help me do this.,8
I hire a caterer,8
I'll get up as early as possible to get ready in time,8
I calm down and say that everything will be all right.,8
I'm planning everything exactly.,8
I realize it's my family and breakdowns are human.,8
I'm trying to do it all loosely.,8
I'll take care of everything soon enough,8
I'm distracting myself and I'm only making all the preparations at the last moment so I can't get in too much.,8
"I'll buy enough alcohol, then it'll be all right.",8
"I enjoy the preparations, take time & look forward to my family",8
It's never going to be perfect - I'll get ready for it and accept it,8
I prepare everything well in advance,8
Turn on beautiful music,8
Good booze,8
Thinking through the process,8
Check to-do list,8
"Ask friend for help, delegate",8
Talk through worst-case scenario > Nothing can happen!,8
Close & Breathe Eyes,8
Drink & Tune Tea,8
Invite frequent people,8
Ensuring physical well-being,8
I'm putting on something beautiful,8
Cook well,8
Talk to friends,8
Talk to relatives,8
I don't stress & cancel the party or invite only the people I want,8
"I distract myself, the party is then spontaneously set on its feet",8
do not stress yourself,8
prepare well so that everything is available on the important day,8
happy to see the whole family again,8
I'm sure family will understand when there's small problems,8
distracting,8
Talk to family members about fear,8
Ask others for advice,8
ask friends for help with preparation,8
plan everything down to the smallest detail,8
Early preparation,8
before a glass of champagne,8
Call with parents/brothers,8
I got sick spontaneously and unload everyone,8
I invite a friend to strengthen my back,8
I'm moving the actual celebration to a restaurant so I can go if I get too much.,8
I'll give everyone a lot of food so they'll be too happy to argue.,8
I declare that the apartment is too small for everyone so that not all come alike.,8
I realize that the day will be nice anyway,8
I'm trying to calm down,8
I share my worries with the family,8
I'm getting ready for the day,8
I remember everything going to go well and talk to me well,8
I'm canceling the party,8
Tell me this isn't going to be so bad,8
Prepare everything,8
Calling the family,8
Ask my parents for advice,8
I clean the apartment,8
I cook and prepare everything,8
I relax and watch a movie,8
I'm going to take a shower and fix myself up,8
I'm on the phone with friends,8
I read a book,8
"I realize that it's okay if the day doesn't run perfectly and smoothly. Especially at family meetings, disputes can quickly arise.",8
Will simply think through everything conversations and actions and judge everything as I like.,8
"I'm gonna think it's gonna be okay, I thought about it, and if it's a plan, it doesn't matter.",8
Ask friends for support for celebration,8
Distract With Music,8
Apologize to the extended family in advance,8
I'm talking to everyone,8
I plan the meeting as uncomplicated as possible,8
I'm talking to friends,8
I ask a family member for help,8
I prepare everything,8
I plan the meeting as family meetings have always been,8
"I've planned everything well, so there's no reason to worry.",8
It can happen that sometimes etw. goes wrong - no end of the world.,8
Asking a Friend for Help,8
Cleaning the apartment,8
Write and process checklist,8
Just let me go,8
I'm telling myself that excitement is okay and that it's good to be excited,8
"If the excitement is too big, I'll look for a way to calm down.",8
I'm getting ready very well,8
Prepare everything,8
Start preparations early enough,8
do not make too much stress,8
Calm down,8
be aware that family small mistakes do not matter,8
Walking,8
Don't get too involved in the situation,8
"it's gonna be a nice day, even if something goes wrong",8
I don't blame anyone if it doesn't run smoothly,8
talk about it with friends/fam.,8
meditate,8
make sure everything fits,8
"I'll try to react first, I'll run for a round.",8
I breathe in and out deep and think in peace,8
I plan in detail how everything should go and clean it up,8
"I lay down in my bed and tell myself that everything will be all right, my relatives should accept me as I am",8
I take a positive approach to the matter and hide all possible negative scenarios,8
Find support in preparation,8
Prepare something nice/funny for the day > look forward to everyone's reaction,8
Identify any problems and take countermeasures.,8
Putting on the family's understanding and therefore not giving too much worry,8
I'm planning the day all the way through,8
I plan but leave room for error and accept it,8
I talk to others about my fear,8
I wonder if it's really bad if the day doesn't go smoothly,8
I'm looking for help when it's with friends to clean up etc.,8
I'll plan everything in advance.,8
I'm getting up early enough to do everything.,8
I'll make sure most of it's done the day before.,8
I'm asking someone to help me.,8
I don't get all too stressful - it's my family. =),8
"I'm developing ""Plans, if anything goes wrong.",8
I'm just going to dinner with them.,8
I'm creating a plan for the celebration to keep control,8
I create a list of possible problems and try to find solutions / reasons why they are not so terrible,8
I try not to think about the big family but my favorite family members,8
I get food and drink in advance,8
I invite my family to a restaurant because the apartment is too small,8
I'll get beer tables so everyone can have room,8
I start a week before to buy everything,8
I plan many games to avoid boredom,8
I ask one of the family members to help me,8
I regret being short-term,8
try to prepare everything,8
Distraction,8
Clean it up again,8
try to think positively,8
try to have fun,8
be looser,8
Ask for Help,8
Talk to friends,8
after solving problems,8
Someone's asking me to help.,8
Talk to my family about it.,8
Plan the day.,8
Think about what could happen + measures against it or how to deal with it.,8
Distract me.,8
Talk to a friend about it.,8
Remind me that small mistakes will not be important to my family.,8
Clean up in the apartment,8
Buying snacks.,8
Apartment Refurbishment,8
Plan the day exactly,8
make it clear that not everything is going perfectly,8
Create contingency plans,8
I prepare as much as possible,8
Seek Distraction,8
plan everything exactly,8
Friend ask if he wants to come too,8
Ask family for opinion if you have thought of everything,8
not too stressful because big family will still be happy,8
I calm down with having planned right and well,8
I bring the day to me as it is,8
I calm down because it's my family,8
I call a relative and ask him if it fits with my planning,8
I do relaxation exercises,8
I dance briefly,8
"I ride the bike around the block, I",8
they ask what to eat/drink,8
Provide enough to eat/drink,8
"Clean the apartment, clean the apartment",8
Discussing topics before,8
Asking if friends can help me prepare,8
Make a schedule for the day,8
Unscrew down expectations,8
Make you realize that you don't have to prove anything to your family,8
Ask a friend to help you,8
Drink alcohol to calm down,8
Go to the therapist,8
I get help with the planning/organisation of the day with friends.,8
Share my big family with which dock I am under and hope for understanding.,8
Take out the pressure that everything has to work.,8
Talk to friends about my fears.,8
Split up the tasks during the party so that not alone bear responsibility.,8
I prepare all hours before and make a lot of effort,8
I take care to prepare things that my family likes.,8
"I try to relax, go for a walk, do yoga, meditate.",8
I talk to my family about it and admit that I'm very nervous.,8
I try to believe in myself and calm down.,8
I create a relaxed & cozy atmosphere.,8
I talk to friends about my feelings,8
Prepare everything optimally (Probl.prevention) > better feeling,8
Get me drunk before,8
Unloading people that could cause problems,8
"Go through problem situations beforehand, think about solutions in advance",8
"Cancel everything (""sick"" etc.)",8
"Talk to friends, calm me down",8
"Male m. Worst situation from > ""Neither any end of the world""",8
write a plan for what to do,8
please a friend to help me,8
unload the big family,8
try to find out why I'm afraid of my big family,8
drink a glass of wine,8
Take valerian tablets,8
let me have a bath,8
talk to my big family about my nervousness,8
sleep until the family comes,8
Make music on,8
Turn the TV on,8
Prepare everything thoroughly,8
Write plan (to do list),8
Asking Friend for Help,8
Family inform about nervousness/fear,8
Have everything ready in good time,8
Before visiting take time for relaxation,8
Through beautiful memories with Fam. try joy > fear,8
Fam.members ask to come earlier & help,8
Think about Plan B if something goes wrong,8
I plan everything in the smallest detail - so that nothing can go wrong.,8
I'm asking friends for help with the organization.,8
I'll have an event agent do it.,8
I inform my big family in advance what I imagine,8
I'm looking for a conversation with my mother and I'm going to explain my worries to her and ask if she can support me.,8
I'm trying to talk to those people who can cause friction points in private before.,8
I am speaking a few words at the beginning of the celebration to remind all those present of the actual reason for the celebration.,8
long before everything shopping + prepare,8
Talk to family about fear,8
Ask Family Consideration,8
Asking Family to Help,8
walk before their arrival to come down,8
Asking Friends for Help,8
drink a glass of wine to relax before,8
Ordering food not to create more stress,8
get up early in the day and clean,8
nearer bugs to ask to come a little earlier,8
I prepare everything well so nothing can go wrong,8
I think it's a family day and not everything has to be perfect,8
I ask them to help me in the preparations,8
I think positive,8
I remember that there is no reason for nervousness,8
I'm asking friends for help with the preparation,8
I'm not trying to make everything perfect.,8
I will create a timetable for the preparation,8
I listen to relaxing music before everyone comes,8
I order instead of cooking myself,8
I ask friends for help,8
I do the best I can to make it go smoothly,8
I report to my family v. my fear,8
I trust everything will be all right,8
I remember that it is my family who knows me & loves me & will understand your mistakes,8
I play down the importance of meeting,8
I agree well that I am grown up & my self-confidence is not dependent v. d. approval of my family,8
I'm trying to calm down with the help of my partner.,8
I'm just trying to share my concern with the family.,8
I focus even more on planning,8
I call a close relative and hope for a calming effect,8
I'm distracting myself with activities because the concern is unfounded.,8
I'll talk to my closest colleagues about it.,8
I'm thinking about games and strategies to spend the day in the best possible way,8
I'm thinking about what would be the worst scenario,8
"When relatives fight, I can't control it",8
"I provide good music + wine, always helps.",8
I ask my relatives in advance to remain peaceful,8
I time the day so that never everyone is in the apartment at the same time,8
I control all the preparations,8
I remember it's just my family and I don't have to be afraid,8
Prepare as much as possible,8
"Bringing Me Safety with Close Relatives (Parents, Siblings)",8
Asking someone from the family to help me,8
Clean the apartment thoroughly,8
Sufficient preparation meeting,8
Looking forward to the celebration,8
Drink a glass of alcohol,8
Organize well,8
Doing everything before the visit,8
Family say that not everything is perfect yet,8
Bringing Close Friends to Support,8
Don't think about it until their arrival,8
Saying to yourself that never everything goes smoothly 6 that it's normal,8
Invite only family with whom you feel comfortable,8
Share the big family ask to organize celebration with,8
"Plan everything exactly, go through it several times",8
"Relax (e.g. bath, etc)",8
Find Help (Planning),8
Cancel Celebration,8
"Distract (sports, etc)",8
Talk to friends about it,8
Drink Etw. (alcohol),8
Cleaning the apartment,8
Plan Tag,8
Prepare everything in good time,8
Talking to Family About Fear,8
Some of the family ask to come earlier to help,8
Ask friends to help with the preparation,8
To Do Make List,8
clean up,8
Do not cook but order food,8
Create and implement schedule/to-do list for the organization of the celebration,8
Start preparation work early enough,8
Friends ask if they can help,8
To tell yourself that everything will be perfect,8
"I prepare everything as well as I can (food, drinks, etc.)",8
I know that my family behaves kindly and decently,8
I take friends to help and talk about it,8
I smoke grass,8
I'm meditating,8
I'm talking to the family about fear,8
I prepare everything perfectly in advance,8
I think about everything several times,8
I'm canceling my family,8
"I try to calm down, I find myself saying that it doesn't matter if everything goes perfectly and concentrate on what I have: a family!",8
I'll prepare everything well to make it work.,8
I distribute the tasks for the preparation for several persons.,8
I'll drink a glass of wine to relax.,8
I'll set up an exact schedule when to do what else.,8
I'm canceling the party.,8
"Asking Friends for Help, Preparing",8
"Asking for Family Help, Preparing",8
"focus on the preparation, distract",8
"Sucking, distracting ^^, family:",8
Asking Large Family Not to Come,8
Ask friends/partners to help you,8
Informing the family in advance about possible defects,8
try to do his best,8
Move in party > Delay fear,8
Plan everything in detail so nothing can go wrong,8
Take some time off to get down,8
Prepare early enough,8
To help prepare questions,8
Making Realistic Claims on Yourself,8
Get tips from friends,8
Telling the Family the Situation,8
Make a plan for yourself,8
reflect why you're afraid,8
The family ask if they bring food,8
don't worry too much,8
try to rejoice,8
I tell my family I'm scared,8
I organize everything in the smallest detail,8
I'm cleaning the apartment,8
I'll talk to a friend about it,8
I invite a good friend as support,8
I'll take something plant to calm down,8
I use relaxation techniques,8
I cook my family's favorite food,8
I limit the duration of the celebration to a certain period of time,8
I'm canceling the party,8
I'll get help with the preparation.,8
I'm trying to take care of the organization in advance.,8
I invite only those except my family no one I invite other persons apart from the family separately to prevent conflict potential and overfill?.,8
I talk to the family about my worries and to laugh at them.,8
I'm distracting myself from the big event with sports.,8
I'm telling myself it's okay if something goes wrong.,8
I'm cleaning my apartment and putting together a program for the day.,8
I think it's my family and it's probably gonna be a nice day.,8
Careful planning,8
Do everything yourself & check it out,8
Cleaning,8
distract (play computer),8
meditate,8
Organize party planners,8
I plan & prepare everything well,8
I realize that I couldn't have prepared anything better,8
I'm telling myself it's not that bad when things go wrong. The family understands that & does not expect perfection,8
I'm asking Mama for help in preparation,8
I double-check all the preparations,8
I'm canceling the party,8
I point out to all of you that you are a morale person.,8
I let go and have fun,8
I'll give them the wrong address and which one won't call me back,8
I do relaxation exercises,8
I figure out what's the worst thing that could happen and how I could live with it anyway,8
I'm asking my family to behave,8
I prepare everything perfectly,8
I'm making myself a relaxing tea,8
I think it's gonna be fun,8
I'm starting to listen to music,8
make me realize that it is MY apartment and that it is the most important thing that I feel comfortable and not that it pleases others,8
"Bringing the Trust Person (friend, sister) to Support",8
Telling Confidence about My Fear,8
Get up early and prepare everything perfectly,8
"I am looking for intimates (Mother, brother) and tell them about my nervousness",8
I'm asking you to help with the organization,8
I'm asking you to come a little earlier that day.,8
I'm telling myself it's not going to be that bad,8
I'm trying to escape forward and give myself as natural as possible at the party,8
"I make a speech and say that I'm glad everyone's here, but I'm really excited.",8
"Until the day comes, I'm distracting",8
I try to shop and do everything in time,8
create a plan for how the celebration could take place,8
Ask someone to help me,8
organize everything in time so that I don't get any stress,8
"think of the positive things, that it will be a beautiful celebration",8
Set up planning,8
be aware that none of the family will be angry,8
"Get help (sisters, parents...)",8
List with everything that can go wrong and become aware that nothing is really bad.,8
Talk to all members before,8
plan everything carefully,8
Ask for help with the organization of the celebration,8
Cancel Celebration,8
Relaxation technique/meditation,8
pray that everything goes well,8
Making provision for imminent problems,8
Talk to friends about it,8
distract me until it starts,8
saying it doesn't have to run all perfectly,8
Other than preparatory aids,8
plan everything well,8
"The main thing is that everyone's having fun, it's not going perfectly anyway.",8
Talk to Family,8
provide enough entertainment,8
"Move fear away, just enjoy the day",8
I'm preparing everything in detail.,8
I'll get friends to help me set up the apartment for the celebration.,8
"I'm cooking something good, but not elaborate.",8
"I'll make a plan that I can't forget, and I'll go through it.",8
I ask friends if I forgot etas for the celebration.,8
I'll call my parents and tell them I'm nervous.,8
Let the neighbors know about the celebration.,8
"Activities ""outsource"" e.g. ask to cook or similar.",8
possibly ask roommates to help,8
Refurbish room/apartment,8
I prepare everything as I imagine it,8
I ask my closest family for help & support,8
I'm asking friends for help,8
I'll get enough time to prepare everything,8
I'll cancel the day,8
I make regular calls with him.,9
I'm still trying to organize the meeting.,9
I'll forget him.,9
I'll do something else on Fridays.,9
I'll ask him if another day of the week would work.,9
I'm looking for new friends.,9
I'll get a job with him.,9
try to forget the colleague,9
Discuss events with another person,9
call the colleague instead,9
Find another day for the meeting,9
also change department,9
Questions if he still wants to meet,9
Call In,9
Cry,9
Queer Eye Watch,9
Finding a substitute,9
Find new employment for Fridays,9
Invite him to lunch,9
Tell him about your feelings,9
Write a diary,9
Eat a cake,9
Listening to music,9
Call your colleague,9
meet him outside of work,9
go to the cafe with another colleague,9
Meet with friends outside of work,9
"do something else, read,",9
I'll call him and try to move the friendship outside the company.,9
I am strengthening my social circle in the company with the people I see all the time.,9
I try to forget him and use the time I have been freed for other things I like to do.,9
Put it on another day,9
Calling/SMS,9
Find someone new,9
Talk to friends/family,9
Writing letters,9
Where to meet differently,9
not only rely on a colleague > Group,9
Sports,9
Watch the movie,9
I'm asking if another day would fit him better.,9
I suggest we meet in his department.,9
I'll call him to talk about what happened.,9
I ask him why he doesn't come anymore and say that I'm sad.,9
I'm trying to replace him with a new colleague.,9
I'm going to a cafe alone and I'm reading.,9
I'm thinking about the causes that,9
I would like to ask colleagues whether this would continue to be possible.,9
meet on another day at a cafe,9
sat down with other colleagues in the cafe on Fridays and talk about work,9
Fridays with girlfriend to go for coffee,9
Go jogging on Fridays,9
"Fridays to make a ""nap""",9
See the supervisor,9
I'm going to see him.,9
I continue the tradition with another colleague,9
tell him how I feel,9
Just call him at the time,9
Meet me with him at a different time,9
change into the same department,9
do other activities with him,9
talk to friends about it,9
visits colleagues in department,9
write him a letter,9
write down my thoughts,9
I'll call him and try to find the right time.,9
I'm looking for new colleagues with whom I can do this.,9
I'm going to visit his department in my break and I'm going to talk to him personally.,9
"I'm asking him why he doesn't call me anymore, even though we're friends.",9
"I still miss him, but don't do anything about it.",9
meet me trz with him > even more news to talk through 2 departments,9
Friends me with new people,9
Call him.,9
Meet me with other people,9
let me move too,9
find me a new hobby so I don't have to talk about work after work,9
> also fills together with my new colleague,9
Write to the colleague and make up,9
Find New Friend,9
"Just keep living, one day you forget",9
Distract,9
Visit colleagues in department,9
I ask if he doesn't want to come back,9
I suggest an alternative appointment (private meeting),9
I'm trying to replace him with another colleague,9
I'm going to the cafe alone,9
I'm looking for an alternative job on Friday,9
I'm not going to the cafe anymore,9
I'm on the phone with him,9
"I talk to him about my grief, look for a solution with him",9
"Call the colleague, make a new appointment(s)",9
"Looking for someone else from the ""Working Group""",9
"Acquiring a New ""Hobby""",9
"Doing something with other friends, also talking about events in the company",9
"Analyze his grief, look for alternatives to good well-being.",9
I just meet with him so personally,9
I am looking for a friend who would like to meet me regularly,9
I'm looking for a new great job to compensate for the lack,9
"I'm telling myself it's normal to be sad, but I won't care soon.",9
I remember that it's not the person's job to make me happy,9
I switch to this department,9
I'll ask my colleague when we'll meet now.,9
I practice spontaneity so as not to be saddened by a break in routine.,9
I'm meeting someone else on Fridays.,9
I write to him and ask for a meeting,9
I'm trying to forget him,9
I am looking for new colleagues/friends in my department,9
I'm going to the cafe alone,9
I'm trying to get into the same department,9
I'm trying to keep the conversation going about Facetime,9
I'm friends with other colleagues,9
I'll choose a day that suits both of us.,9
I drink bitter and alone my cafe,9
I go home early and have more time for my family,9
I go jogging in the free time,9
meet with him somewhere else,9
forget him,9
Find new friends,9
say that you don't need it,9
Talk to him about it,9
Conversation with someone else,9
Find other common interests,9
Switch to the department,9
somehow bring him back,9
blaspheme with friends about him,9
see if a break is good,9
Just live on and do what you want,9
I turn to other friends,9
"I'm making out with him that we can talk about Limechat, yet we can have our conversation.",9
I'm distracting myself with sports.,9
I use the time useful for things that make me personal progress.,9
I hear a podcast.,9
I drink alcohol,9
I'm looking for other alternative ways to communicate with him on Fridays.,9
I'll call him.,9
I'll meet you somewhere else,9
I'm talking to other colleagues.,9
I'm asking to move to the department,9
I'm looking for another job,9
I'm changing work,9
I'm talking to other friends,9
I don't think too much about it,9
Calling and asking if the conversations can be maintained,9
Meeting someone else (friends or colleagues),9
reserve the time for a hobby,9
"treat yourself to caffee (cakes, etc.)",9
Use time to reflect for yourself what goes wrong in Ut,9
Request for transfer,9
I'm asking for a meeting,9
I'm looking for a new colleague,9
I'm going to get a job near him.,9
I forget him,9
I'm going to the cafe alone,9
I'll do something else on Friday,9
I reelize that times change,9
"I'm looking for alternatives, e.g. other day, other cafe,...",9
Invite the replacement of the colleague as a new friend,9
Ask your colleague if he still likes meeting,9
Ignore It,9
Go to the coffee alone,9
Go to the cafe with other friends,9
Self-talking,9
Meet with the old colleague anyway,9
Quit Job to No longer Belong to the Company,9
Request that the transfer be reversed,9
Calling new appointments,9
try to keep in touch,9
address,9
Ask other friends,9
crying,9
confront him hard,9
blaspheme at him,9
You don't have to imagine it,9
distract,9
Find new friends,9
Hobby,9
Use time in a different way,9
Weep before him,9
other Friday employment - volunteering,9
cleaning - letting out frustration,9
contact with the colleague,9
try to find another possible appointment,9
go to the cafe with another colleague/colleague on Friday,9
find another way where you can exchange ideas about the events,9
make up other meeting place (+possibly other topics superior=,9
to become friends with other colleagues in the same department,9
Replace entertainment with movies/series/books,9
apply for a job in the colleague's department,9
Call colleagues and blaspheme on the phone instead of in the cafe,9
I'll call my colleague to meet him again.,9
I'm meeting other colleagues in the cafe,9
I accept that I no longer have any contact with the colleague,9
I ask him why we don't meet anymore,9
I'm trying to get back in touch with him,9
I'm also interested in meeting the events in the other department > can take place anyway,9
I ask him why he's not coming anymore,9
Maybe there are other reasons that he doesn't come anymore > I ask him,9
When to meet differently,9
Call colleagues,9
Talk to others,9
Enjoy time alone,9
make up a place that is favorable for both,9
Tell the colleague that he's missing,9
I write to him at the same time to remind him of good old times,9
I'm asking another colleague.,9
I stay at home & do something good for myself,9
I offer to the colleague to continue to meet privately,9
I'm thinking about why I'm sad & questioning my self-esteem,9
I go to the cafe alone and meet new people,9
I'm crying and I'm letting my feelings go,9
I'm writing a diary,9
I think of all the good friendships in my life & that I'm not alone,9
Ask him if we'll meet somewhere else,9
ask if he wants to come tdm,9
try to maintain contact,9
Call often,9
ask him & again as a relative for advice,9
plan excursions zsm,9
ask if I can also go to his department,9
find me new colleagues,9
Stay alone in the cafe,9
still invite him to Cafe on Fridays,9
meet another time for coffee,9
Privately do something together,9
call him & ask him how he is,9
get better friends with other colleagues,9
another appointment to meet regularly,9
accept it,9
Colleagues ask why he doesn't come anymore,9
Colleagues say that we would like to continue meetings,9
find other colleagues you like,9
Colleagues say that's what hurt you,9
